patient_id,label,weight,heatmap_color
EZT090_seiz003,O6,0.9994,1
EZT090_seiz003,B10,0.9945,1
EZT090_seiz003,O7,0.9933,1
EZT090_seiz003,X8,0.9892,1
EZT090_seiz003,X7,0.9883,1
EZT090_seiz003,M6,0.9838,1
EZT090_seiz003,W8,0.9803,1
EZT090_seiz003,P7,0.9799,1
EZT090_seiz003,M4,0.9781,1
EZT090_seiz003,P8,0.9779,1
EZT090_seiz003,O9,0.9597,1
EZT090_seiz003,T1,0.9551,1
EZT090_seiz003,O3,0.9535,1
EZT090_seiz003,O1,0.9445,2
EZT090_seiz003,N9,0.9432,2
EZT090_seiz003,P3,0.9386,2
EZT090_seiz003,T1,0.9351,2
EZT090_seiz003,X1,0.9326,2
EZT090_seiz003,M3,0.9323,2
EZT090_seiz003,X1,0.9313,2
EZT090_seiz003,T2,0.9284,2
EZT090_seiz003,P3,0.9271,2
EZT090_seiz003,N8,0.9235,2
EZT090_seiz003,M3,0.9189,2
EZT090_seiz003,P2,0.9119,2
EZT090_seiz003,X7,0.9082,2
EZT090_seiz003,M8,0.9047,2
EZT090_seiz003,N2,0.9029,2
EZT090_seiz003,P4,0.8953,3
EZT090_seiz003,W1,0.8936,3
EZT090_seiz003,T3,0.8922,3
EZT090_seiz003,P1,0.8909,3
EZT090_seiz003,O6,0.8816,3
EZT090_seiz003,O5,0.8789,3
EZT090_seiz003,M2,0.8768,3
EZT090_seiz003,O1,0.8722,3
EZT090_seiz003,O2,0.8665,3
EZT090_seiz003,M2,0.8639,3
EZT090_seiz003,O9,0.8590,3
EZT090_seiz003,P2,0.8569,3
EZT090_seiz003,N3,0.8556,3
EZT090_seiz003,O2,0.8384,4
EZT090_seiz003,W7,0.8325,4
EZT090_seiz003,W2,0.8277,4
EZT090_seiz003,W2,0.8243,4
EZT090_seiz003,N5,0.8209,4
EZT090_seiz003,M5,0.8156,4
EZT090_seiz003,O5,0.8053,4
EZT090_seiz003,O3,0.8022,4
EZT090_seiz003,M6,0.8004,4
EZT090_seiz003,B3,0.7991,5
EZT090_seiz003,M1,0.7918,5
EZT090_seiz003,P9,0.7898,5
EZT090_seiz003,M7,0.7832,5
EZT090_seiz003,B1,0.7796,5
EZT090_seiz003,M5,0.7675,5
EZT090_seiz003,O7,0.7556,5
EZT090_seiz003,X8,0.7426,6
EZT090_seiz003,P5,0.7415,6
EZT090_seiz003,N6,0.7272,6
EZT090_seiz003,N1,0.7270,6
EZT090_seiz003,X10,0.7218,6
EZT090_seiz003,N7,0.7202,6
EZT090_seiz003,W3,0.7053,6
EZT090_seiz003,P1,0.6928,7
EZT090_seiz003,T5,0.6811,7
EZT090_seiz003,W9,0.6719,7
EZT090_seiz003,W1,0.6685,7
EZT090_seiz003,T3,0.6663,7
EZT090_seiz003,T4,0.6637,7
EZT090_seiz003,O8,0.6561,7
EZT090_seiz003,B2,0.6556,7
EZT090_seiz003,T2,0.6549,7
EZT090_seiz003,P6,0.6397,8
EZT090_seiz003,B1,0.6263,8
EZT090_seiz003,M7,0.6226,8
EZT090_seiz003,B4,0.5994,9
EZT090_seiz003,X10,0.5988,9
EZT090_seiz003,X9,0.5970,9
EZT090_seiz003,B3,0.5958,9
EZT090_seiz003,O8,0.5804,9
EZT090_seiz003,W6,0.5600,9
EZT090_seiz003,P4,0.5290,10
EZT090_seiz003,T7,0.5054,10
EZT090_seiz003,W5,0.5051,10
EZT090_seiz003,M1,0.5046,10
EZT090_seiz003,B6,0.4829,11
EZT090_seiz003,X9,0.4816,11
EZT090_seiz003,B4,0.4735,11
EZT090_seiz003,W4,0.4551,11
EZT090_seiz003,P6,0.4360,12
EZT090_seiz003,W7,0.4234,12
EZT090_seiz003,W5,0.3954,13
EZT090_seiz003,W6,0.3912,13
EZT090_seiz003,T4,0.3832,13
EZT090_seiz003,W8,0.3736,13
EZT090_seiz003,P5,0.3708,13
EZT090_seiz003,P9,0.3460,14
EZT090_seiz003,T6,0.3181,14
EZT090_seiz003,B7,0.2860,15
EZT090_seiz003,B9,0.2818,15
EZT090_seiz003,B7,0.2404,16
EZT090_seiz003,P7,0.2031,16
EZT090_seiz003,B9,0.1970,17
EZT090_seiz003,B8,0.1822,17
EZT090_seiz003,B8,0.1509,17
EZT090_seiz003,P8,0.1137,18
EZT090_seiz003,T5,0.0882,19
EZT090_seiz003,M8,0.0478,20
EZT090_seiz003,B10,0.0371,20
EZT090_seiz003,B2,0.0328,20
