patient_id,label,weight,heatmap_color
pt1sz4,POLAD3,0.9867,1
pt1sz4,POLAST4,0.9826,1
pt1sz4,POLPST3,0.9816,1
pt1sz4,POLPST2,0.9794,1
pt1sz4,POLG23,0.9721,1
pt1sz4,POLG15,0.9698,1
pt1sz4,POLG24,0.9677,1
pt1sz4,POLPLT1,0.9650,1
pt1sz4,POLATT1,0.9601,1
pt1sz4,POLPD4,0.9566,1
pt1sz4,POLG16,0.9529,1
pt1sz4,POLPLT6,0.9510,1
pt1sz4,POLATT2,0.9497,2
pt1sz4,POLSLT3,0.9451,2
pt1sz4,POLAD4,0.9435,2
pt1sz4,POLSLT4,0.9428,2
pt1sz4,POLPD3,0.9417,2
pt1sz4,POLSLT2,0.9412,2
pt1sz4,POLATT8,0.9410,2
pt1sz4,POLPLT3,0.9403,2
pt1sz4,POLPD2,0.9395,2
pt1sz4,POLPST4,0.9391,2
pt1sz4,POLMLT1,0.9373,2
pt1sz4,POLPLT5,0.9371,2
pt1sz4,POLAD2,0.9369,2
pt1sz4,POLG8,0.9365,2
pt1sz4,POLPD1,0.9357,2
pt1sz4,POLMLT2,0.9354,2
pt1sz4,POLAD1,0.9338,2
pt1sz4,POLAST3,0.9335,2
pt1sz4,POLATT7,0.9332,2
pt1sz4,POLSLT1,0.9319,2
pt1sz4,POLPLT4,0.9276,2
pt1sz4,POLPLT2,0.9250,2
pt1sz4,POLG4,0.9196,2
pt1sz4,POLG7,0.9118,2
pt1sz4,POLIF6,0.9056,2
pt1sz4,POLMLT3,0.8966,3
pt1sz4,POLATT5,0.8890,3
pt1sz4,POLATT3,0.8852,3
pt1sz4,POLG22,0.8815,3
pt1sz4,POLATT6,0.8694,3
pt1sz4,POLG5,0.8467,4
pt1sz4,POLG6,0.8463,4
pt1sz4,POLATT4,0.8305,4
pt1sz4,POLAST1,0.8278,4
pt1sz4,POLG13,0.8234,4
pt1sz4,POLPST1,0.5469,10
pt1sz4,POLG21,0.5342,10
pt1sz4,POLG12,0.5108,10
pt1sz4,POLMLT4,0.4554,11
pt1sz4,POLSF5,0.4553,11
pt1sz4,POLG30,0.4449,12
pt1sz4,POLG31,0.3993,13
pt1sz4,POLSF4,0.3931,13
pt1sz4,POLG3,0.3497,14
pt1sz4,POLIF4,0.2672,15
pt1sz4,POLG14,0.2429,16
pt1sz4,POLIF1,0.2277,16
pt1sz4,POLIF2,0.2203,16
pt1sz4,POLIF3,0.2071,16
pt1sz4,POLG29,0.1987,17
pt1sz4,POLSF6,0.1398,18
pt1sz4,POLG32,0.1260,18
pt1sz4,POLSF3,0.0901,19
pt1sz4,POLSF2,0.0541,19
pt1sz4,POLILT4,0.0522,19
pt1sz4,POLG20,0.0360,20
pt1sz4,POLIF5,0.0201,20
pt1sz4,POLILT3,0.0136,20
pt1sz4,POLSF1,0.0136,20
pt1sz4,POLILT1,0.0125,20
pt1sz4,POLG25,0.0076,20
pt1sz4,POLG19,0.0057,20
pt1sz4,POLG1,0.0053,20
pt1sz4,POLILT2,0.0041,20
pt1sz4,POLG27,0.0012,20
pt1sz4,POLG11,0.0003,20
pt1sz4,POLG2,0.0001,20
pt1sz4,POLG9,0.0001,20
pt1sz4,POLG26,0.0000,20
pt1sz4,POLG28,0.0000,20
pt1sz4,POLG10,0.0000,20
pt1sz4,POLG17,0.0000,20
pt1sz4,POLG18,0.0000,20
